Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
strChange = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
strFreq = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.002s,PASSED
strFreqAnal = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
intAvgRP = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
strTemp = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.002s,PASSED
dblFreqAnal = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
ldt = LocalDate.now(),Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.015s,PASSED
strNama = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
strStartDate2 = ldt.toString(),Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
strEndDate2 = ldt.toString(),Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.000s,PASSED
partSplit = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.002s,PASSED
strHari = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
strBulan = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
strTahun = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
builder = new java.lang.StringBuilder(),Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.014s,PASSED
startDate = LocalDate.parse(strStartDate2),Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.011s,PASSED
endDate = LocalDate.parse(strEndDate2),Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
d = startDate,Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:39,0.001s,PASSED
"openBrowser(""https://stockbit.com/login"")",Chrome 120.0.0.0,,,2024-01-22 18:16:39,2024-01-22 18:16:51,11.635s,PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2024-01-22 18:16:51,2024-01-22 18:16:51,0.161s,PASSED
"setText(findTestObject(""Stockbit/input_UserID""), ""fadli_romi@yahoo.com"")",Chrome 120.0.0.0,,,2024-01-22 18:16:51,2024-01-22 18:16:52,0.878s,PASSED
"setEncryptedText(findTestObject(""Stockbit/input_Password""), ""qzE6rR3iJu4="")",Chrome 120.0.0.0,,,2024-01-22 18:16:52,2024-01-22 18:16:52,0.713s,PASSED
"click(findTestObject(""Stockbit/button_Login""))",Chrome 120.0.0.0,,,2024-01-22 18:16:52,2024-01-22 18:16:53,0.446s,PASSED
delay(3),Chrome 120.0.0.0,,,2024-01-22 18:16:53,2024-01-22 18:16:56,3.052s,PASSED
"navigateToUrl(""https://stockbit.com/screener"")",Chrome 120.0.0.0,,,2024-01-22 18:16:56,2024-01-22 18:17:10,14.463s,PASSED
connection = null,Chrome 120.0.0.0,,,2024-01-22 18:17:10,2024-01-22 18:17:10,0.000s,PASSED
statement = null,Chrome 120.0.0.0,,,2024-01-22 18:17:10,2024-01-22 18:17:10,0.000s,PASSED
resultSet = null,Chrome 120.0.0.0,,,2024-01-22 18:17:10,2024-01-22 18:17:10,0.005s,PASSED
"Class.forName(""net.ucanaccess.jdbc.UcanaccessDriver"")",Chrome 120.0.0.0,,,2024-01-22 18:17:10,2024-01-22 18:17:11,0.269s,PASSED
"msAccDB = ""C:\Fadli\Database1.accdb""",Chrome 120.0.0.0,,,2024-01-22 18:17:11,2024-01-22 18:17:11,0.001s,PASSED
"dbURL = ""jdbc:ucanaccess://"" + msAccDB",Chrome 120.0.0.0,,,2024-01-22 18:17:11,2024-01-22 18:17:11,0.001s,PASSED
strSQL = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 120.0.0.0,,,2024-01-22 18:17:11,2024-01-22 18:17:11,0.001s,PASSED
connection = DriverManager.getConnection(dbURL),Chrome 120.0.0.0,,,2024-01-22 18:17:11,2024-01-22 18:18:08,57.533s,PASSED
statement = connection.createStatement(),Chrome 120.0.0.0,,,2024-01-22 18:18:08,2024-01-22 18:18:08,0.015s,PASSED
try,Chrome 120.0.0.0,,,2024-01-22 18:18:08,2024-01-22 18:18:08,0.003s,PASSED
"excelFilePath = ""C:\Fadli\GetPrice.xlsx""",Chrome 120.0.0.0,,,2024-01-22 18:18:08,2024-01-22 18:18:08,0.001s,PASSED
"sheetName = ""Sheet1""",Chrome 120.0.0.0,,,2024-01-22 18:18:08,2024-01-22 18:18:08,0.001s,PASSED
workbook01 = getWorkbook(excelFilePath),Chrome 120.0.0.0,,,2024-01-22 18:18:08,2024-01-22 18:18:09,0.616s,PASSED
"sheet01 = getExcelSheet(workbook01, sheetName)",Chrome 120.0.0.0,,,2024-01-22 18:18:09,2024-01-22 18:18:09,0.002s,PASSED
"numTot = numTot = getCellValueByIndex(sheet01, 0, 0)",Chrome 120.0.0.0,,,2024-01-22 18:18:09,2024-01-22 18:18:09,0.014s,PASSED
while (d.isBefore(endDate) || d.equals(endDate)),Chrome 120.0.0.0,,,2024-01-22 18:18:09,2024-01-22 18:32:15,14m - 5.997s,FAILED
